"experiment","tau_m","tau_c","step","source","n","accuracy","skipped","con_precision","con_recall","con_f1","con_support","ent_precision","ent_recall","ent_f1","ent_support","neu_precision","neu_recall","neu_f1","neu_support"
"exp1","0.5","80","","data/rte_pairs_exp1_exp2.csv","417","0.41007194244604317","202","0.432","0.39416058394160586","0.4122137404580153","137.0","0.37962962962962965","0.5857142857142857","0.46067415730337086","140.0","0.4605263157894737","0.25","0.32407407407407407","140.0"
"exp1","0.5","90","","data/rte_pairs_exp1_exp2.csv","420","0.3904761904761905","145","0.3879310344827586","0.32142857142857145","0.3515625","140.0","0.36771300448430494","0.5857142857142857","0.4517906336088154","140.0","0.4567901234567901","0.2642857142857143","0.334841628959276","140.0"
"exp1","0.5","100","","data/rte_pairs_exp1_exp2.csv","420","0.3738095238095238","17","0.34408602150537637","0.22857142857142856","0.27467811158798283","140.0","0.3677685950413223","0.6357142857142857","0.46596858638743455","140.0","0.4235294117647059","0.2571428571428571","0.31999999999999995","140.0"
"exp1","0.55","80","","data/rte_pairs_exp1_exp2.csv","420","0.4261904761904762","187","0.4608695652173913","0.37857142857142856","0.41568627450980394","140.0","0.40106951871657753","0.5357142857142857","0.4587155963302752","140.0","0.4322033898305085","0.36428571428571427","0.3953488372093023","140.0"
"exp1","0.55","90","","data/rte_pairs_exp1_exp2.csv","420","0.4119047619047619","128","0.4368932038834951","0.32142857142857145","0.37037037037037035","140.0","0.3917525773195876","0.5428571428571428","0.4550898203592814","140.0","0.42276422764227645","0.37142857142857144","0.3954372623574144","140.0"
"exp1","0.55","100","","data/rte_pairs_exp1_exp2.csv","420","0.3904761904761905","13","0.379746835443038","0.21428571428571427","0.273972602739726","140.0","0.39215686274509803","0.5714285714285714","0.46511627906976744","140.0","0.39416058394160586","0.38571428571428573","0.38989169675090257","140.0"
"exp1","0.6","80","","data/rte_pairs_exp1_exp2.csv","420","0.42142857142857143","139","0.4782608695652174","0.3142857142857143","0.3793103448275862","140.0","0.42857142857142855","0.32142857142857145","0.3673469387755102","140.0","0.39461883408071746","0.6285714285714286","0.4848484848484848","140.0"
"exp1","0.6","90","","data/rte_pairs_exp1_exp2.csv","420","0.4166666666666667","101","0.4675324675324675","0.2571428571428571","0.3317972350230415","140.0","0.41964285714285715","0.3357142857142857","0.373015873015873","140.0","0.39826839826839827","0.6571428571428571","0.4959568733153639","140.0"
"exp1","0.6","100","","data/rte_pairs_exp1_exp2.csv","420","0.4095238095238095","8","0.43137254901960786","0.15714285714285714","0.23036649214659688","140.0","0.47572815533980584","0.35","0.40329218106995884","140.0","0.37969924812030076","0.7214285714285714","0.49753694581280783","140.0"
"exp1","0.65","80","","data/rte_pairs_exp1_exp2.csv","420","0.37142857142857144","73","0.4444444444444444","0.17142857142857143","0.2474226804123711","140.0","0.4166666666666667","0.07142857142857142","0.1219512195121951","140.0","0.3567251461988304","0.8714285714285714","0.5062240663900415","140.0"
"exp1","0.65","90","","data/rte_pairs_exp1_exp2.csv","420","0.36666666666666664","52","0.40425531914893614","0.1357142857142857","0.2032085561497326","140.0","0.4074074074074074","0.07857142857142857","0.1317365269461078","140.0","0.3583815028901734","0.8857142857142857","0.5102880658436214","140.0"
"exp1","0.65","100","","data/rte_pairs_exp1_exp2.csv","420","0.3619047619047619","3","0.4","0.05714285714285714","0.09999999999999999","140.0","0.5","0.09285714285714286","0.1566265060240964","140.0","0.3502673796791444","0.9357142857142857","0.5097276264591439","140.0"
"exp1","0.7","80","","data/rte_pairs_exp1_exp2.csv","420","0.37857142857142856","41","0.5263157894736842","0.14285714285714285","0.2247191011235955","140.0","0.5384615384615384","0.05","0.09150326797385622","140.0","0.35772357723577236","0.9428571428571428","0.518664047151277","140.0"
"exp1","0.7","90","","data/rte_pairs_exp1_exp2.csv","420","0.3761904761904762","32","0.5294117647058824","0.12857142857142856","0.20689655172413793","140.0","0.5333333333333333","0.05714285714285714","0.1032258064516129","140.0","0.3557951482479784","0.9428571428571428","0.5166340508806262","140.0"
"exp1","0.7","100","","data/rte_pairs_exp1_exp2.csv","420","0.3523809523809524","3","0.45454545454545453","0.03571428571428571","0.0662251655629139","140.0","0.5833333333333334","0.05","0.09210526315789473","140.0","0.3425692695214106","0.9714285714285714","0.5065176908752328","140.0"
"exp1","0.75","80","","data/rte_pairs_exp1_exp2.csv","420","0.3547619047619048","22","0.45454545454545453","0.07142857142857142","0.12345679012345678","140.0","0.6666666666666666","0.02857142857142857","0.0547945205479452","140.0","0.34438775510204084","0.9642857142857143","0.5075187969924813","140.0"
"exp1","0.75","90","","data/rte_pairs_exp1_exp2.csv","420","0.3523809523809524","18","0.45","0.06428571428571428","0.1125","140.0","0.5714285714285714","0.02857142857142857","0.05442176870748299","140.0","0.3435114503816794","0.9642857142857143","0.5065666041275797","140.0"
"exp1","0.75","100","","data/rte_pairs_exp1_exp2.csv","420","0.3380952380952381","3","0.3333333333333333","0.014285714285714285","0.0273972602739726","140.0","0.6","0.02142857142857143","0.041379310344827586","140.0","0.33496332518337407","0.9785714285714285","0.4990892531876138","140.0"
"exp1","0.8","80","","data/rte_pairs_exp1_exp2.csv","420","0.3476190476190476","15","0.5714285714285714","0.05714285714285714","0.10389610389610389","140.0","1.0","0.007142857142857143","0.014184397163120567","140.0","0.33827160493827163","0.9785714285714285","0.5027522935779817","140.0"
"exp1","0.8","90","","data/rte_pairs_exp1_exp2.csv","420","0.34285714285714286","12","0.5","0.04285714285714286","0.07894736842105264","140.0","0.5","0.007142857142857143","0.014084507042253521","140.0","0.3374384236453202","0.9785714285714285","0.5018315018315018","140.0"
"exp1","0.8","100","","data/rte_pairs_exp1_exp2.csv","420","0.3404761904761905","3","0.6666666666666666","0.014285714285714285","0.027972027972027972","140.0","0.5","0.007142857142857143","0.014084507042253521","140.0","0.3373493975903614","1.0","0.5045045045045045","140.0"
"exp2","0.5","80","","data/rte_pairs_exp1_exp2.csv","420","0.43333333333333335","180","0.4744525547445255","0.4642857142857143","0.4693140794223827","140.0","0.4039408866995074","0.5857142857142857","0.478134110787172","140.0","0.4375","0.25","0.3181818181818182","140.0"
"exp2","0.5","90","","data/rte_pairs_exp1_exp2.csv","420","0.43333333333333335","129","0.4696969696969697","0.44285714285714284","0.45588235294117646","140.0","0.40487804878048783","0.5928571428571429","0.48115942028985514","140.0","0.4457831325301205","0.2642857142857143","0.33183856502242154","140.0"
"exp2","0.5","100","","data/rte_pairs_exp1_exp2.csv","420","0.4","17","0.3979591836734694","0.2785714285714286","0.3277310924369748","140.0","0.3891213389121339","0.6642857142857143","0.4907651715039579","140.0","0.43373493975903615","0.2571428571428571","0.32286995515695066","140.0"
"exp2","0.55","80","","data/rte_pairs_exp1_exp2.csv","420","0.4642857142857143","174","0.48872180451127817","0.4642857142857143","0.4761904761904762","140.0","0.42702702702702705","0.5642857142857143","0.48615384615384616","140.0","0.5","0.36428571428571427","0.4214876033057851","140.0"
"exp2","0.55","90","","data/rte_pairs_exp1_exp2.csv","420","0.46190476190476193","122","0.5040650406504065","0.44285714285714284","0.4714828897338403","140.0","0.418848167539267","0.5714285714285714","0.48338368580060426","140.0","0.49056603773584906","0.37142857142857144","0.4227642276422764","140.0"
"exp2","0.55","100","","data/rte_pairs_exp1_exp2.csv","420","0.430952380952381","16","0.43333333333333335","0.2785714285714286","0.3391304347826087","140.0","0.4018264840182648","0.6285714285714286","0.49025069637883006","140.0","0.4864864864864865","0.38571428571428573","0.4302788844621514","140.0"
"exp2","0.6","80","","data/rte_pairs_exp1_exp2.csv","420","0.5071428571428571","147","0.5128205128205128","0.42857142857142855","0.46692607003891046","140.0","0.49242424242424243","0.4642857142857143","0.47794117647058826","140.0","0.5146198830409356","0.6285714285714286","0.5659163987138264","140.0"
"exp2","0.6","90","","data/rte_pairs_exp1_exp2.csv","420","0.5119047619047619","110","0.5238095238095238","0.39285714285714285","0.4489795918367347","140.0","0.4927536231884058","0.4857142857142857","0.4892086330935252","140.0","0.519774011299435","0.6571428571428571","0.5804416403785488","140.0"
"exp2","0.6","100","","data/rte_pairs_exp1_exp2.csv","420","0.4857142857142857","14","0.48484848484848486","0.22857142857142856","0.31067961165048547","140.0","0.4896551724137931","0.5071428571428571","0.49824561403508766","140.0","0.48325358851674644","0.7214285714285714","0.5787965616045845","140.0"
"exp2","0.65","80","","data/rte_pairs_exp1_exp2.csv","420","0.47619047619047616","100","0.5232558139534884","0.32142857142857145","0.3982300884955753","140.0","0.6111111111111112","0.2357142857142857","0.3402061855670103","140.0","0.4357142857142857","0.8714285714285714","0.580952380952381","140.0"
"exp2","0.65","90","","data/rte_pairs_exp1_exp2.csv","420","0.48095238095238096","71","0.5641025641025641","0.3142857142857143","0.40366972477064217","140.0","0.5964912280701754","0.24285714285714285","0.34517766497461927","140.0","0.43508771929824563","0.8857142857142857","0.5835294117647059","140.0"
"exp2","0.65","100","","data/rte_pairs_exp1_exp2.csv","420","0.45","6","0.5609756097560976","0.16428571428571428","0.2541436464088398","140.0","0.5384615384615384","0.25","0.3414634146341463","140.0","0.4171974522292994","0.9357142857142857","0.5770925110132159","140.0"
"exp2","0.7","80","","data/rte_pairs_exp1_exp2.csv","420","0.4380952380952381","65","0.5901639344262295","0.2571428571428571","0.3582089552238805","140.0","0.6153846153846154","0.11428571428571428","0.19277108433734938","140.0","0.3963963963963964","0.9428571428571428","0.5581395348837209","140.0"
"exp2","0.7","90","","data/rte_pairs_exp1_exp2.csv","420","0.43333333333333335","51","0.6226415094339622","0.2357142857142857","0.3419689119170985","140.0","0.5862068965517241","0.12142857142857143","0.20118343195266272","140.0","0.3905325443786982","0.9428571428571428","0.5523012552301255","140.0"
"exp2","0.7","100","","data/rte_pairs_exp1_exp2.csv","420","0.3880952380952381","6","0.5","0.08571428571428572","0.14634146341463414","140.0","0.5172413793103449","0.10714285714285714","0.1775147928994083","140.0","0.37057220708446864","0.9714285714285714","0.5364891518737672","140.0"
"exp2","0.75","80","","data/rte_pairs_exp1_exp2.csv","420","0.4023809523809524","43","0.6486486486486487","0.17142857142857143","0.2711864406779661","140.0","0.6666666666666666","0.07142857142857142","0.12903225806451613","140.0","0.36684782608695654","0.9642857142857143","0.5314960629921259","140.0"
"exp2","0.75","90","","data/rte_pairs_exp1_exp2.csv","420","0.3976190476190476","36","0.6470588235294118","0.15714285714285714","0.2528735632183908","140.0","0.625","0.07142857142857142","0.1282051282051282","140.0","0.36486486486486486","0.9642857142857143","0.5294117647058824","140.0"
"exp2","0.75","100","","data/rte_pairs_exp1_exp2.csv","420","0.36428571428571427","6","0.46153846153846156","0.04285714285714286","0.07843137254901962","140.0","0.6666666666666666","0.07142857142857142","0.12903225806451613","140.0","0.3494897959183674","0.9785714285714285","0.5150375939849624","140.0"
"exp2","0.8","80","","data/rte_pairs_exp1_exp2.csv","420","0.3738095238095238","24","0.64","0.11428571428571428","0.19393939393939394","140.0","0.8","0.02857142857142857","0.05517241379310345","140.0","0.35128205128205126","0.9785714285714285","0.5169811320754717","140.0"
"exp2","0.8","90","","data/rte_pairs_exp1_exp2.csv","420","0.36666666666666664","19","0.5909090909090909","0.09285714285714286","0.16049382716049385","140.0","0.8","0.02857142857142857","0.05517241379310345","140.0","0.3486005089058524","0.9785714285714285","0.5140712945590994","140.0"
"exp2","0.8","100","","data/rte_pairs_exp1_exp2.csv","420","0.3547619047619048","4","0.625","0.03571428571428571","0.06756756756756756","140.0","0.8","0.02857142857142857","0.05517241379310345","140.0","0.343980343980344","1.0","0.5118829981718465","140.0"
"exp3","0.6","80","0","data/rte_pairs_exp3.csv","420","0.4261904761904762","136","0.4942528735632184","0.30714285714285716","0.3788546255506608","140.0","0.43636363636363634","0.34285714285714286","0.384","140.0","0.39461883408071746","0.6285714285714286","0.4848484848484848","140.0"
"exp3","0.6","80","1","data/rte_pairs_exp3.csv","420","0.5071428571428571","156","0.5609756097560976","0.4928571428571429","0.5247148288973384","140.0","0.47058823529411764","0.4","0.4324324324324324","140.0","0.4943820224719101","0.6285714285714286","0.5534591194968553","140.0"
"exp3","0.6","80","2","data/rte_pairs_exp3.csv","420","0.530952380952381","166","0.5681818181818182","0.5357142857142857","0.5514705882352942","140.0","0.46875","0.42857142857142855","0.4477611940298507","140.0","0.55","0.6285714285714286","0.5866666666666667","140.0"
"exp3","0.6","80","3","data/rte_pairs_exp3.csv","420","0.5404761904761904","157","0.5289855072463768","0.5214285714285715","0.525179856115108","140.0","0.4852941176470588","0.4714285714285714","0.4782608695652174","140.0","0.6027397260273972","0.6285714285714286","0.6153846153846154","140.0"
"exp3","0.6","80","4","data/rte_pairs_exp3.csv","420","0.5547619047619048","146","0.5103448275862069","0.5285714285714286","0.519298245614035","140.0","0.5","0.5071428571428571","0.5035460992907801","140.0","0.6616541353383458","0.6285714285714286","0.6446886446886446","140.0"
"exp3","0.6","80","5","data/rte_pairs_exp3.csv","420","0.5523809523809524","137","0.5177304964539007","0.5214285714285715","0.5195729537366548","140.0","0.5071428571428571","0.5071428571428571","0.5071428571428571","140.0","0.6330935251798561","0.6285714285714286","0.6308243727598566","140.0"
